"NOMBRE_EST","NIVMOD","NIVELMODAL","TIPEST","COMUNA","ESTADO","POINT_X","POINT_Y","nivel","long","lat","niv","num_niv","geometry"
"Inst. Educativo Moruli","IniCom - PriCom - SecCom","Nivel Inicial, Primario y Secundario Común","Instituto Educativo Incorporado a la Enseñanza Oficial",12,"1",99166.6012,107631.2828,"Inicial, Primario y Secundario Común",-58.4723803862355,-34.5604779187005,"Inicial a Secundario",3,c(-58.4723803862355, -34.5604779187005)
"Jardín de Infantes Integral Nº 10/01º","IniCom","Nivel Inicial Común","Jardín de Infantes Integral",1,"1",106721.7944,105553.1932,"Inicial Común",-58.390039853216,-34.5791895613037,"Inicial",1,c(-58.390039853216, -34.5791895613037)
"Escuela Superior de Comercio Carlos Pellegrini","SecCom","Nivel Secundario Común","No Corresponde - Gob Nac",2,"1",106356.9814,103559.6905,"Secundario Común",-58.3940010937215,-34.5971621762995,"Secundario",1,c(-58.3940010937215, -34.5971621762995)
"ESEA en Danza Ramicone Curso Vocacional de Folklore N° 12","OSECom","Otros Servicios Educativos de la modalidad Común","Escuela Superior de Educación Artística",11,"1",95904.5487,102890.5068,"Otros Servicios Educativos de la modalidad Común",-58.5079481025138,-34.6032054342326,"Otros",1,c(-58.5079481025138, -34.6032054342326)
"Inst. Nueva Escuela de Diseño y Decoración","SNUCom","Nivel Superior No Universitario Común","Instituto Educativo Incorporado a la Enseñanza Oficial",1,"1",106554.2925,102314.2851,"Superior No Universitario Común",-58.3918406385795,-34.6083875527198,"Superior",1,c(-58.3918406385795, -34.6083875527198)
"Centro Educativo de Nivel Primario N° 14","PriAdu","Nivel Primario de Jóvenes y Adultos","Centro Educativo de Nivel Primario",1,"1",106915.8084,105455.942,"Primario de Jóvenes y Adultos",-58.3879245457675,-34.5800649505364,"Primario",1,c(-58.3879245457675, -34.5800649505364)
"Centro de Formación Profesional N° 19 (a)","OSECom - OSEAdu","Otros Servicios Educativos de las modalidades Común y de Jóvenes y Adultos","Centro de Formación Profesional",10,"1",97952.2016,99009.6387,"Otros Servicios Educativos de las modalidades Común y de Jóvenes y Adultos",-58.4856342995825,-34.6381953633454,"Otros",1,c(-58.4856342995825, -34.6381953633454)
"Inst. de Educación en Areas de la Salud","SNUCom","Nivel Superior No Universitario Común","Instituto Educativo Incorporado a la Enseñanza Oficial",3,"1",105440.3679,101485.902,"Superior No Universitario Común",-58.4039800883561,-34.6158613844343,"Superior",1,c(-58.4039800883561, -34.6158613844343)
"Inst. Educativo Argentino Liniers","SNUCom","Nivel Superior No Universitario Común","Instituto Educativo Incorporado a la Enseñanza Oficial",9,"1",94263.3058,98886.5771,"Superior No Universitario Común",-58.5258681986111,-34.6392904840068,"Superior",1,c(-58.5258681986111, -34.6392904840068)
"Esc. Primaria Común N° 19 Naciones Unidas","PriCom","Nivel Primario Común","Escuela de Jornada Simple",12,"1",96427.0528,107313.2887,"Primario Común",-58.5022329020897,-34.563338455137,"Primario",1,c(-58.5022329020897, -34.563338455137)
"Esc. Primaria Común N° 11 Manuela Pedraza","PriCom","Nivel Primario Común","Escuela de Jornada Completa",14,"1",103897.536,104749.1143,"Primario Común",-58.4208172949225,-34.5864523356671,"Primario",1,c(-58.4208172949225, -34.5864523356671)
"Centro de Actividades Infantiles y Juveniles Club de Jóvenes Soldati","OSECom","Otros Servicios Educativos de la modalidad Común","Centro de Actividades Infantiles y Juveniles",8,"1",101764.9372,95947.2872,"Otros Servicios Educativos de la modalidad Común",-58.444044380041,-34.6658012105819,"Otros",1,c(-58.444044380041, -34.6658012105819)
"Esc. Primaria Común N° 16 Presidente Mitre","PriCom","Nivel Primario Común","Escuela de Jornada Completa",3,"1",105225.1334,102500.5358,"Primario Común",-58.4063331031077,-34.606716167277,"Primario",1,c(-58.4063331031077, -34.606716167277)
"Inst. de Educación Superior ITEMED","SNUCom","Nivel Superior No Universitario Común","Instituto Educativo Incorporado a la Enseñanza Oficial",2,"1",106053.9332,103653.9084,"Superior No Universitario Común",-58.3973053368561,-34.5963146708588,"Superior",1,c(-58.3973053368561, -34.5963146708588)
"Esc. de Educacion Media N° 05/10° Héroes de Malvinas","SecCom","Nivel Secundario Común","Escuela de Educación Media",13,"1",100141.4452,107175.6432,"Secundario Común",-58.4617580681659,-34.5645856554575,"Secundario",1,c(-58.4617580681659, -34.5645856554575)
"Escuela Infantil Wendy","OSECom","Otros Servicios Educativos de la modalidad Común","Instituto Educativo Asistencial No Incorporado a la Enseñanza Oficial",6,"1",101798.1977,101518.7312,"Otros Servicios Educativos de la modalidad Común",-58.4436929652294,-34.6155780996826,"Otros",1,c(-58.4436929652294, -34.6155780996826)
"Inst. Compañía de María","IniCom - PriCom - SecCom","Nivel Inicial, Primario y Secundario Común","Instituto Educativo Incorporado a la Enseñanza Oficial",13,"1",100953.6093,105920.8815,"Inicial, Primario y Secundario Común",-58.4529066574333,-34.5758962831671,"Inicial a Secundario",3,c(-58.4529066574333, -34.5758962831671)
"Escuela Infantil Color Esperanza","OSECom","Otros Servicios Educativos de la modalidad Común","Instituto Educativo Asistencial No Incorporado a la Enseñanza Oficial",4,"1",109422.4948,99347.0685,"Otros Servicios Educativos de la modalidad Común",-58.3605369385437,-34.635113012836,"Otros",1,c(-58.3605369385437, -34.635113012836)
"Centro Educativo de Nivel Secundario N° 35","SecAdu","Nivel Secundario de Jóvenes y Adultos","Centro Educativo de Nivel Secundario",5,"1",103467.7336,101857.7331,"Secundario de Jóvenes y Adultos",-58.4254904193347,-34.612518004102,"Secundario",1,c(-58.4254904193347, -34.612518004102)
"Esc. Primaria Común N° 13 Dr. Alfredo Lanari","PriCom","Nivel Primario Común","Escuela de Jornada Simple",8,"1",98837.2886,93564.2298,"Primario Común",-58.475988901594,-34.6872835481373,"Primario",1,c(-58.475988901594, -34.6872835481373)
"Centro de Alfabetización, Educación Básica y Trabajo N° 23 La Hormiguita Viajera","PriAdu - OSEAdu","Nivel Primario de Jóvenes y Adultos - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos","Programa de Alfabetización, Educación Básica y Trabajo para Jóvenes y Adultos",7,"1",102457.4127,97928.2599,"Primario de Jóvenes y Adultos - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos",-58.436494989044,-34.6479426488776,"Primario",1,c(-58.436494989044, -34.6479426488776)
"Jardín de Infantes Común N° 02/20°","IniCom","Nivel Inicial Común","Jardín de Infantes Común",9,"1",94371.2717,97483.1823,"Inicial Común",-58.524700066125,-34.6519417905436,"Inicial",1,c(-58.524700066125, -34.6519417905436)
"ESEA en Danza Ramicone Curso Vocacional de Folklore N° 13","OSECom","Otros Servicios Educativos de la modalidad Común","Escuela Superior de Educación Artística",1,"1",106883.0282,100891.5027,"Otros Servicios Educativos de la modalidad Común",-58.3882451049191,-34.6212109491481,"Otros",1,c(-58.3882451049191, -34.6212109491481)
"Jardín Maternal N° 08/09° Abriendo Caminos","IniCom","Nivel Inicial Común","Jardín Maternal",14,"1",102040.3007,104760.6182,"Inicial Común",-58.4410607579246,-34.5863539025429,"Inicial",1,c(-58.4410607579246, -34.5863539025429)
"Colegio N° 06 Manuel Belgrano","SecCom","Nivel Secundario Común","Colegio",2,"1",105352.178,103629.5048,"Secundario Común",-58.4049550549519,-34.5965385151995,"Secundario",1,c(-58.4049550549519, -34.5965385151995)
"Esc. Primaria p/Adultos N° 03 Angela M. de Caviglia","PriAdu - OSEAdu","Nivel Primario de Jóvenes y Adultos - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos","Escuela Primaria para Adultos",10,"1",98303.0898,99402.8971,"Primario de Jóvenes y Adultos - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos",-58.4818065122734,-34.6346510439453,"Primario",1,c(-58.4818065122734, -34.6346510439453)
"Inst. Sta. Margarita","IniCom - PriCom - SecCom","Nivel Inicial, Primario y Secundario Común","Instituto Educativo Incorporado a la Enseñanza Oficial",13,"1",99624.8159,106427.7798,"Inicial, Primario y Secundario Común",-58.4673881130356,-34.5713271669052,"Inicial a Secundario",3,c(-58.4673881130356, -34.5713271669052)
"Inst. San Rafael","IniCom - PriCom - SecCom","Nivel Inicial, Primario y Secundario Común","Instituto Educativo Incorporado a la Enseñanza Oficial",11,"1",94651.4582,101486.3714,"Inicial, Primario y Secundario Común",-58.5216181784463,-34.6158570574874,"Inicial a Secundario",3,c(-58.5216181784463, -34.6158570574874)
"Inst. Secundario Cardenal Copello","IniCom - PriCom - SecCom","Nivel Inicial, Primario y Secundario Común","Instituto Educativo Incorporado a la Enseñanza Oficial",11,"1",96036.3881,103604.6653,"Inicial, Primario y Secundario Común",-58.5065074148938,-34.5967682287057,"Inicial a Secundario",3,c(-58.5065074148938, -34.5967682287057)
"Centro de Formación Profesional N° 31","OSECom - OSEAdu","Otros Servicios Educativos de las modalidades Común y de Jóvenes y Adultos","Centro de Formación Profesional",3,"1",105864.0808,101599.0357,"Otros Servicios Educativos de las modalidades Común y de Jóvenes y Adultos",-58.3993608640547,-34.614839240591,"Otros",1,c(-58.3993608640547, -34.614839240591)
"Centro Educativo Cursos Especiales - Club Cárdenas","OSEAdu","Otros Servicios Educativos de la modalidad de Jóvenes y Adultos","Cursos Especiales en Centros Educativos",9,"1",96594.4375,95491.5455,"Otros Servicios Educativos de la modalidad de Jóvenes y Adultos",-58.5004571775187,-34.6699049969643,"Otros",1,c(-58.5004571775187, -34.6699049969643)
"Mi Pequeño Mundo","OSECom","Otros Servicios Educativos de la modalidad Común","Instituto Educativo Asistencial no Incorporado a la Enseñanza Oficial",8,"1",98690.8337,96702.5645,"Otros Servicios Educativos de la modalidad Común",-58.4775820985748,-34.658993404921,"Otros",1,c(-58.4775820985748, -34.658993404921)
"Shailand Garden","OSECom","Otros Servicios Educativos de la modalidad Común","Instituto Educativo Asistencial no Incorporado a la Enseñanza Oficial",13,"1",99558.0777,109606.4907,"Otros Servicios Educativos de la modalidad Común",-58.4681135557771,-34.5426726673734,"Otros",1,c(-58.4681135557771, -34.5426726673734)
"Esc. Primaria Común N° 18 Provincia de Tierra del Fuego","PriCom","Nivel Primario Común","Escuela de Jornada Completa",11,"1",97720.2839,102025.8618,"Primario Común",-58.488155413514,-34.6110054413556,"Primario",1,c(-58.488155413514, -34.6110054413556)
"Iupi Kindergarden","OSECom","Otros Servicios Educativos de la modalidad Común","Instituto Educativo Asistencial No Incorporado a la Enseñanza Oficial",2,"1",105191.5317,104343.4965,"Otros Servicios Educativos de la modalidad Común",-58.4067105917669,-34.5901030990308,"Otros",1,c(-58.4067105917669, -34.5901030990308)
"Jardín de Infantes Nucleado E (EPCjs 02/17°) Juana Manso","IniCom","Nivel Inicial Común","Jardín de Infantes Nucleado",11,"1",97103.3508,103285.8591,"Inicial Común",-58.4948774392935,-34.5996457065401,"Inicial",1,c(-58.4948774392935, -34.5996457065401)
"Escuela Infantil Los Naranjos","OSECom","Otros Servicios Educativos de la modalidad Común","Instituto Educativo Asistencial No Incorporado a la Enseñanza Oficial",13,"1",99856.8708,109083.8533,"Otros Servicios Educativos de la modalidad Común",-58.4648586073906,-34.5473840891159,"Otros",1,c(-58.4648586073906, -34.5473840891159)
"Nuevos Molinos","OSECom","Otros Servicios Educativos de la modalidad Común","Instituto Educativo Asistencial no Incorporado a la Enseñanza Oficial",15,"1",100243.6775,105000.2371,"Otros Servicios Educativos de la modalidad Común",-58.4606435684687,-34.5841957705505,"Otros",1,c(-58.4606435684687, -34.5841957705505)
"Centro de Formación Profesional N° 25 (anexo 6) - Cárcel de Devoto","OSECom - OSEAdu","Otros Servicios Educativos de las modalidades Común y de Jóvenes y Adultos","Centro de Formación Profesional",11,"1",95255.3211,101579.9754,"Otros Servicios Educativos de las modalidades Común y de Jóvenes y Adultos",-58.5150333645949,-34.6150162754492,"Otros",1,c(-58.5150333645949, -34.6150162754492)
"Inst. Tomás Devoto","IniCom - PriCom - SecCom","Nivel Inicial, Primario y Secundario Común","Instituto Educativo Incorporado a la Enseñanza Oficial",12,"1",97169.7034,105855.1379,"Inicial, Primario y Secundario Común",-58.494145370569,-34.576485268934,"Inicial a Secundario",3,c(-58.494145370569, -34.576485268934)
"Esc. Primaria Común N° 14 Dr. Vicente Carmelo Gallo","PriCom","Nivel Primario Común","Escuela de Jornada Completa",12,"1",97048.5767,108633.74,"Primario Común",-58.4954556441554,-34.5514372631236,"Primario",1,c(-58.4954556441554, -34.5514372631236)
"Karibu","OSECom","Otros Servicios Educativos de la modalidad Común","Instituto Educativo Asistencial no Incorporado a la Enseñanza Oficial",14,"1",102623.4226,105406.1013,"Otros Servicios Educativos de la modalidad Común",-58.4347068222674,-34.5805339326506,"Otros",1,c(-58.4347068222674, -34.5805339326506)
"Inst. Superior Prof. J. B. Alberdi","SNUCom","Nivel Superior No Universitario Común","Instituto Educativo Incorporado a la Enseñanza Oficial",1,"1",107692.7705,100806.8341,"Superior No Universitario Común",-58.3794146676003,-34.6219684761103,"Superior",1,c(-58.3794146676003, -34.6219684761103)
"Centro de Formación Profesional N° 32 Asociación Obrera Textil","OSECom - OSEAdu","Otros Servicios Educativos de las modalidades Común y de Jóvenes y Adultos","Centro de Formación Profesional",1,"1",106679.0304,101273.1116,"Otros Servicios Educativos de las modalidades Común y de Jóvenes y Adultos",-58.3904725391714,-34.61777231351,"Otros",1,c(-58.3904725391714, -34.61777231351)
"Inst. Art Tea","SNUCom","Nivel Superior No Universitario Común","Instituto Educativo Incorporado a la Enseñanza Oficial",3,"1",105992.6185,102656.0131,"Superior No Universitario Común",-58.3979667524397,-34.6053104777757,"Superior",1,c(-58.3979667524397, -34.6053104777757)
"Esc. Primaria Común N° 16 Fray Justo Santa María de Oro","PriCom","Nivel Primario Común","Escuela de Jornada Simple",11,"1",99280.2827,102840.7777,"Primario Común",-58.4711460367745,-34.6036618109397,"Primario",1,c(-58.4711460367745, -34.6036618109397)
"Jardín de Infantes Común N° 05/10° Pablo Picasso","IniCom","Nivel Inicial Común","Jardín de Infantes Común",12,"1",98759.5845,109745.6429,"Inicial Común",-58.476812176919,-34.5414175822318,"Inicial",1,c(-58.476812176919, -34.5414175822318)
"Inst. Leonardo Sworn","IniCom - PriCom - SecCom","Nivel Inicial, Primario y Secundario Común","Instituto Educativo Incorporado a la Enseñanza Oficial",13,"1",100123.076,106459.2007,"Inicial, Primario y Secundario Común",-58.4619581784602,-34.5710440118279,"Inicial a Secundario",3,c(-58.4619581784602, -34.5710440118279)
"Esc. para Niños, Niñas y Jóvenes con Discapacidad Visual N° 35 José Manuel Estrada","IniEsp - PriEsp","Nivel Inicial y Primario Especial","Escuela de Educación Especial",6,"1",101820.1361,100722.7192,"Inicial y Primario Especial",-58.443452101715,-34.6227536338089,"Inicial a Primario",2,c(-58.443452101715, -34.6227536338089)
"Esc. Primaria Común N° 28","PriCom","Nivel Primario Común","Escuela de Jornada Completa",4,"1",105294.6225,98657.7197,"Primario Común",-58.405551760476,-34.6413564584741,"Primario",1,c(-58.405551760476, -34.6413564584741)
"Centro Educativo de Nivel Primario N° 24 - Hay otra Esperanza","PriAdu","Nivel Primario de Jóvenes y Adultos","Centro Educativo de Nivel Primario",4,"1",103911.0118,98252.538,"Primario de Jóvenes y Adultos",-58.4206408830244,-34.6450150516537,"Primario",1,c(-58.4206408830244, -34.6450150516537)
"Primera Infancia Valdenegro","OSECom","Otros Servicios Educativos de la modalidad Común","Primera Infancia",12,"1",97526.4069,107491.6354,"Otros Servicios Educativos de la modalidad Común",-58.4902529823246,-34.5617340430481,"Otros",1,c(-58.4902529823246, -34.5617340430481)
"Inst. Guardia de Honor del Santísimo Rosario","IniCom - PriCom - SecCom","Nivel Inicial, Primario y Secundario Común","Instituto Educativo Incorporado a la Enseñanza Oficial",7,"1",100911.1703,99256.7908,"Inicial, Primario y Secundario Común",-58.4533624520929,-34.6359692404662,"Inicial a Secundario",3,c(-58.4533624520929, -34.6359692404662)
"Centro de Alfabetización, Educación Básica y Trabajo N° 04","PriAdu - OSEAdu","Nivel Primario de Jóvenes y Adultos - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos","Programa de Alfabetización, Educación Básica y Trabajo para Jóvenes y Adultos",4,"1",104155.0129,97415.6865,"Primario de Jóvenes y Adultos - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos",-58.417975408258,-34.652557781439,"Primario",1,c(-58.417975408258, -34.652557781439)
"Esc. Normal Superior N° 08 Pte. Julio Argentino Roca (anexo)","IniCom - PriCom","Nivel Inicial y Primario Común","Escuela Normal Superior",3,"1",104909.0661,100727.5893,"Inicial y Primario Común",-58.4097688554908,-34.6226997675914,"Inicial a Primario",2,c(-58.4097688554908, -34.6226997675914)
